instrument_token,tradingsymbol,name,exchange
136434180,BANG,BANG OVERSEAS,BSE
136434436,IRB,IRB INFRASTRUCTURE DEVELOPERS,BSE
136435460,GSS,GSS INFOTECH,BSE
136435716,NAHARCAP,NAHAR CAPITAL & FINANCIAL SERV,BSE
136435972,VGUARD,V-GUARD INDUSTRIES,BSE
136436484,RECLTD,REC,BSE
136436996,GOKAKTEX,GOKAK TEXTILES,BSE
136437764,DHANI,DHANI SERVICES ,BSE
136439300,TITAGARH,TITAGARH RAIL SYSTEMS,BSE
136439556,KIRIINDUS,KIRI INDUSTRIES,BSE
136441348,BIRLAMONEY,ADITYA BIRLA MONEY,BSE
136441604,TELOGICA,TELOGICA,BSE
136441860,JAIBALAJI,JAI BALAJI INDUSTRIES,BSE
136442116,BAJAJ-AUTO,BAJAJ AUTO,BSE
136442372,BAJAJFINSV,BAJAJ FINSERV,BSE
136442884,GOKUL,GOKUL REFOILS & SOLVENT,BSE
136443652,RPGLIFE,RPG LIFE SCIENCES,BSE
136444164,SENSEX1,KOTAK MAHINDRA MUTUAL FUND,BSE
136444420,NIRAJ,NIRAJ CEMENT STRUCTURALS,BSE
136445188,BAFNAPH,BAFNA PHARMACEUTICALS,BSE
136445956,CHLLTD,CHL,BSE
136446212,SEJALLTD,SEJAL GLASS,BSE
136446468,ARCHIDPLY,ARCHIDPLY INDUSTRIES,BSE
136447492,LOTUSEYE,LOTUS EYE HOSPITAL AND INSTITU,BSE
136448260,SOMICONVEY,SOMI CONVEYOR BELTINGS,BSE
136448516,DWSFTS50AG,,BSE
136449028,DWSFTS50BG,,BSE
136449796,LGBFORGE,LGB FORGE,BSE
136451076,LPDC,LANDMARK PROPERTY DEVELOPMENT,BSE
136451588,SICAGEN,SICAGEN INDIA,BSE
136452612,SIMPLXMIL,SIMPLEX MILLS COMPANY,BSE
136452868,SIMPLXPAP,SIMPLEX PAPERS,BSE
136453636,20MICRONS,20 MICRONS,BSE
136453892,ZFCVINDIA,ZF COMMERCIAL VEHICLE CONTROL,BSE
136455428,ALKALI,ALKALI METALS,BSE
136456452,ISGEC,ISGEC HEAVY ENGINEERING,BSE
136460036,IMFA,INDIAN METALS & FERRO ALLOYS L,BSE
136460292,TPHQ,TEAMO PRODUCTIONS HQ ,BSE
136462340,VEDAVAAG,VEDAVAAG SYSTEMS,BSE
136468484,MOLDTKPAC,MOLD-TEK PACKAGING,BSE
136470532,MHRIL,MAHINDRA HOLIDAYS & RESORTS IN,BSE
136471044,EXCEL,EXCEL REALTY N INFRA,BSE
136471812,ROML,RAJ OIL MILLS,BSE
136472324,BENGALASM,BENGAL & ASSAM COMPANY,BSE
136472580,ADANIPOWER,ADANI POWER,BSE
136473092,NHPC,NHPC,BSE
136473604,PEIL,PREMIER ENERGY AND INFRASTRUCT,BSE
136473860,SURYAAMBA,SURYAAMBA SPINNING MILLS,BSE
136474628,GLOBUSSPR,GLOBUS SPIRITS,BSE
136475140,OIL,OIL INDIA,BSE
136475396,SWANDEF,SWAN DEFENCE AND HEAVY INDUSTR,BSE
136475652,BTTL,BHILWARA TECHNICAL TEXTILES LT,BSE
136476164,SPSL,SHREE PRECOATED STEELS,BSE
136478980,EXPLEOSOL,EXPLEO SOLUTIONS,BSE
136479236,RTNPOWER,RATTANINDIA POWER,BSE
136483076,DEN,DEN NETWORKS,BSE
136483332,ASTEC,ASTEC LIFESCIENCES,BSE
136483588,FFTF16BGR,,BSE
136483844,FFTF16BCQ,,BSE
136484100,FFTF16BCY,,BSE
136484356,FFTF16BDM,,BSE
136485380,DLINKINDIA,D-LINK (INDIA),BSE
136485892,JSWENERGY,JSW ENERGY,BSE
136486148,YUNIKM,YUNIK MANAGING ADVISORS LIMITE,BSE
136486404,GODREJPROP,GODREJ PROPERTIES,BSE
136486660,DBCORP,D B CORP,BSE
136486916,MBLINFRA,MBL INFRASTRUCTURE,BSE
136487684,JUBLFOOD,JUBILANT FOODWORKS,BSE
136487940,VASCONEQ,VASCON ENGINEERS,BSE
136488452,THANGAMAYL,THANGAMAYIL JEWELLERY,BSE
136488964,DBREALTY,VALOR ESTATE,BSE
136489220,EMMBI,EMMBI INDUSTRIES,BSE
136489476,HATHWAY,HATHWAY CABLE & DATACOM,BSE
136489732,ARSSINFRA,ARSS INFRASTRUCTURE PROJECTS L,BSE
136489988,TEXMOPIPES,TEXMO PIPES & PRODUCTS,BSE
136490500,SUNDARAM,SUNDARAM MULTI PAP,BSE
136490756,COROENGG,COROMANDEL ENGINEERING COMPANY,BSE
136491012,ROSSELLIND,ROSSELL INDIA,BSE
136491268,MANINFRA,MAN INFRACONSTRUCTION,BSE
136491524,TAMBOLIIN,TAMBOLI INDUSTRIES,BSE
136492036,IVZINGOLD,INVESCO INDIA GOLD EXCHANGE TR,BSE
136493316,IL&FSTRANS,IL&FS TRANSPORTATION NETWORKS,BSE
136493828,PERSISTENT,PERSISTENT SYSTEMS,BSE
136494340,ISFT,INTRASOFT TECHNOLOGIES,BSE
136496388,GOENKA,GOENKA DIAMOND & JEWELS,BSE
136497156,KCPSUGIND,KCP SUGAR & INDUSTRIES CORPORA,BSE
136497412,KECL,KIRLOSKAR ELECTRIC COMPANY,BSE
136499716,SATCH,SATCHMO HOLDINGS,BSE
136499972,TARAPUR,TARAPUR TRANSFORMERS,BSE
136500740,SJVN,SJVN,BSE
136501252,EMAMIPAP,EMAMI PAPER MILLS,BSE
136501764,KRITINUT,KRITI NUTRIENTS,BSE
136502276,GKB,GKB OPHTHALMICS,BSE
136503044,FFTF17BGR,,BSE
136503556,HMVL,HINDUSTAN MEDIA VENTURES,BSE
136503812,EMAMIREAL,EMAMI REALTY,BSE
136506116,AHLEAST,ASIAN HOTELS (EAST),BSE
136506628,BAJAJCON,BAJAJ CONSUMER CARE,BSE
136506884,HDFCGOLD,HDFC MUTUAL FUND - HDFC GOLD E,BSE
136509188,PRAKASHSTL,PRAKASH STEELAGE,BSE
136510468,GOLDIETF,ICICI PRUDENTIAL GOLD ETF,BSE
136511492,GPPL,GUJARAT PIPAVAV PORT,BSE
136512516,WELINV,WELSPUN INVESTMENTS AND COMMER,BSE
136514308,SASTASUNDR,SASTASUNDAR VENTURES ,BSE
136514564,CPCAP,CP CAPITAL,BSE
136514820,EROSMEDIA,EROS INTERNATIONAL MEDIA,BSE
136515076,RAMKY,RAMKY INFRASTRUCTURE,BSE
136515332,GREENPOWER,ORIENT GREEN POWER COMPANY,BSE
136516356,CANTABIL,CANTABIL RETAIL INDIA,BSE
136516612,SEATV,SEA TV NETWORK,BSE
136516868,WABAG,VA TECH WABAG,BSE
136517124,BEDMUTHA,BEDMUTHA INDUSTRIES,BSE
136517380,ASHOKA,ASHOKA BUILDCON,BSE
136517636,JWL,JUPITER WAGONS,BSE
136517892,OBEROIRLTY,OBEROI REALTY,BSE
136518148,PRESTIGE,PRESTIGE ESTATES PROJECTS,BSE
136518404,SHAH,SHAH METACORP,BSE
136519172,COALINDIA,COAL INDIA,BSE
136520196,GRAVITA,GRAVITA INDIA,BSE
136520708,RPPINFRA,RPP INFRA PROJECTS,BSE
136520964,RDBIPL,RDB INFRASTRUCTURE AND POWER L,BSE
136521220,MOIL,MOIL,BSE
136521476,ZEELEARN,ZEE LEARN,BSE
136521988,KTIL,KESAR TERMINALS & INFRASTRUCTU,BSE
136522756,A2ZINFRA,A2Z INFRA ENGINEERING,BSE
136523012,KIRLOSENG,KIRLOSKAR OIL ENGINES,BSE
136523268,RKDL,RAVI KUMAR DISTILLERIES,BSE
136523524,PSB,PUNJAB & SIND BANK,BSE
136523780,FMNL,FUTURE MARKET NETWORKS,BSE
136524292,SURANASOL,SURANA SOLAR,BSE
136525060,SHEKHAWATI,SHEKHAWATI INDUSTRIES,BSE
136525316,KICL,KALYANI INVESTMENT COMPANY,BSE
136525572,BFINVEST,BF INVESTMENT,BSE
136526340,SUMMITSEC,SUMMIT SECURITIES,BSE
136528644,INOVSYNTH,INNOVASSYNTH INVESTMENTS,BSE
136528900,STEL,STEL HOLDINGS,BSE
136529156,OMKARCHEM,OMKAR SPECIALITY CHEMICALS,BSE
136531460,TEXRAIL,TEXMACO RAIL & ENGINEERING,BSE
136532228,INDTERRAIN,INDIAN TERRAIN FASHIONS,BSE
136533252,FCL,FINEOTEX CHEMICAL,BSE
136534020,DHUNINV,DHUNSERI INVESTMENTS,BSE
136534788,ZENTEC,ZEN TECHNOLOGIES,BSE
136535812,LOVABLE,LOVABLE LINGERIE,BSE
136536068,PFS,PTC INDIA FINANCIAL SERVICES L,BSE
136546564,MON100,MOTILAL OSWAL MOST SHARES NASD,BSE
136549892,MUTHOOTFIN,MUTHOOT FINANCE,BSE
136550404,FCONSUMER,FUTURE CONSUMER ,BSE
136552196,TRUEGREEN,TRUE GREEN BIO ENERGY,BSE
136552452,BSLGOLDETF,ADITYA BIRLA SUN LIFE MUTUAL F,BSE
136554756,KTKFMP46G,,BSE
136555012,KTKFMP46D,,BSE
136557316,VMS,VMS INDUSTRIES,BSE
136557572,KTKFMP48G,,BSE
136557828,KTKFMP48D,,BSE
136563460,KARMAENG,KARMA ENERGY,BSE
136563716,DELPHIFX,DELPHI WORLD MONEY,BSE
136568324,RUSHIL,RUSHIL DECOR,BSE
136570116,ENKEIWHEL,ENKEI WHEELS (INDIA),BSE
136570372,KTKFMP52G,,BSE
136570628,KTKFMP52D,,BSE
136571396,KRIDHANINF,KRIDHAN INFRA,BSE
136575748,BGLOBAL,BHARATIYA GLOBAL INFOMEDIA,BSE
136577540,INVENTURE,INVENTURE GROWTH & SECURITIES,BSE
136580868,LTF,L&T FINANCE ,BSE
136581124,YAARI,YAARI DIGITAL INTEGRATED SERVI,BSE
136582660,KTKFMP55G,,BSE
136582916,KTKFMP55D,,BSE
136586244,TREEHOUSE,TREE HOUSE EDUCATION & ACCESSO,BSE
136587012,BROOKS,BROOKS LABORATORIES,BSE
136589316,RUPA,RUPA & COMPANY,BSE
136589572,TDPOWERSYS,T D POWER SYSTEMS,BSE
136593924,AXISGOLD,AXIS MUTUAL FUND - AXIS GOLD E,BSE
136594692,APLLTD,ALEMBIC PHARMACEUTICALS,BSE
136595460,VASWANI,VASWANI INDUSTRIES,BSE
136596740,PGEL,PG ELECTROPLAST,BSE
136602116,LESHAIND,LESHA INDUSTRIES,BSE
136602884,SETUINFRA,SETUBANDHAN INFRASTRUCTURE LIM,BSE
136603652,RDBRL,RDB RASAYANS,BSE
136609028,TIJARIA,TIJARIA POLYPIPES,BSE
136609796,ONELIFECAP,ONELIFE CAPITAL ADVISORS,BSE
136611332,FLEXITUFF,FLEXITUFF VENTURES INTERNATION,BSE
136612868,UEL,UJAAS ENERGY,BSE
136615684,TRITURBINE,TRIVENI TURBINE,BSE
136621060,INDOTHAI,INDO THAI SECURITIES,BSE
136628228,ESSARSHPNG,ESSAR SHIPPING,BSE
136632068,LICMFGOLD,IDBI MUTUAL FUND - IDBI GOLD E,BSE
136642052,APLAPOLLO,APL APOLLO TUBES,BSE
136642820,GPTINFRA,GPT INFRAPROJECTS,BSE
136677380,FERVENTSYN,FERVENT SYNERGIES,BSE
136688900,THOMASCOTT,THOMAS SCOTT (INDIA),BSE
136699396,TERASOFT,TERA SOFTWARE,BSE
136719364,PMCFIN,PMC FINCORP,BSE
136720132,FUTSOL,FUTURISTIC SOLUTIONS,BSE
136720388,AIML,ALLIANCE INTEGRATED METALIKS L,BSE
136723460,RHIM,RHI MAGNESITA INDIA,BSE
136727300,MCX,MULTI COMMODITY EXCHANGE OF IN,BSE
136731908,PYXISFIN,PYXIS FINVEST ,BSE
136739588,SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCT,BSE
136752644,OLPCL,OLYMPIC CARDS,BSE
136783108,NBCC,NBCC (INDIA) ,BSE
136783876,MTEDUCARE,MT EDUCARE,BSE
136787972,HEXATRADEX,HEXA TRADEX,BSE
136790532,MAXHEIGHTS,MAXHEIGHTS INFRASTRUCTURE,BSE
136798468,TBZ,TRIBHOVANDAS BHIMJI ZAVERI,BSE
136804356,VSSL,VARDHMAN SPECIAL STEELS,BSE
136812036,LOOKS,LOOKS HEALTH SERVICES,BSE
136812804,SPECIALITY,SPECIALITY RESTAURANTS,BSE
136840196,LYPSAGEMS,LYPSA GEMS & JEWELLERY,BSE
136840964,META,STRING METAVERSE,BSE
136856836,RTNINDIA,RATTANINDIA ENTERPRISES LIMITE,BSE
136857092,SAMPANN,SAMPANN UTPADAN INDIA ,BSE
136857604,JTLIND,JTL INDUSTRIES,BSE
136860676,AMTL,ADVANCE METERING TECHNOLOGY LT,BSE
136861444,NECCLTD,NORTH EASTERN CARRYING CORPORA,BSE
136862212,WAAREERTL,WAAREE RENEWABLE TECHNOLOGIES,BSE
136863492,JUPITERIN,JUPITER INFOMEDIA,BSE
136867588,VINAYAKPOL,VINAYAK POLYCON INTERNATIONAL,BSE
136872708,JOINTECAED,JOINTECA EDUCATION SOLUTIONS L,BSE
136876548,DUCON,DUCON INFRATECHNOLOGIES,BSE
136876804,PROZONER,PROZONE REALTY,BSE
136878084,SRGHFL,SRG HOUSING FINANCE,BSE
136880900,COMCL,COMFORT COMMOTRADE,BSE
136885252,SHANTIGURU,SHANTI GURU INDUSTRIES,BSE
136891396,CASPIAN,CASPIAN CORPORATE SERVICES LIM,BSE
136891652,AERPACE,AERPACE INDUSTRIES ,BSE
136893700,VIRTUALG,VIRTUAL GLOBAL EDUCATION,BSE
136893956,ZUARI,ZUARI AGRO CHEMICALS,BSE
136895492,STEELXIND,STEEL EXCHANGE INDIA,BSE
136897284,TRIOMERC,TRIO MERCANTILE & TRADING,BSE
136898052,CIGNITITEC,CIGNITI TECHNOLOGIES,BSE
136907780,CDG,CDG PETCHEM,BSE
136909828,CARERATING,CARE RATINGS ,BSE
136911108,PCJEWELLER,PC JEWELLER,BSE
136912900,INDUSTOWER,INDUS TOWERS,BSE
136953860,VMART,V-MART RETAIL,BSE
136994820,NIBE,NIBE,BSE
137012228,MUKTA,MUKTA AGRICULTURE ,BSE
137012484,MYSTICELE,MYSTIC ELECTRONICS ,BSE
137028356,COMFINCAP,COMFORT FINCAP,BSE
137030660,SBISENSEX,SBI MUTUAL FUND - SBI ETF SENS,BSE
137031428,BMAL,BOTHRA METALS & ALLOYS,BSE
137042436,REPCOHOME,REPCO HOME FINANCE,BSE
137054980,KTKFMP100G,,BSE
137055748,KTKFMP100D,,BSE
137056004,KTKFMP100GD,,BSE
137059076,LAKHOTIA,LAKHOTIA POLYESTERS (INDIA) LT,BSE
137069316,RFXXIII8DG,,BSE
137069828,RFHXXIII8G,,BSE
137070340,GCMSECU,GCM SECURITIES,BSE
137072388,KTKFMP101G,,BSE
137072644,KTKFMP101D,,BSE
137072900,KTKFMP101GD,,BSE
137077252,NIBL,NRB INDUSTRIAL BEARINGS,BSE
137091588,PRIMECAPM,PRIME CAPITAL MARKET,BSE
137104900,KIFS,KIFS FINANCIAL SERVICES,BSE
137113860,SREEL,SREELEATHERS,BSE
137114116,SHARDAMOTR,SHARDA MOTOR INDUSTRIES,BSE
137118980,SVGLOBAL,S V GLOBAL MILL,BSE
137125636,SDC,SDC TECHMEDIA,BSE
137125892,JUSTDIAL,JUST DIAL,BSE
137128196,OONE,OBJECTONE INFORMATION SYSTEMS,BSE
137130756,IFINSEC,INDIA FINSEC,BSE
137134852,RMFINAFDG8,,BSE
137135108,RMFINAFRG8,,BSE
137135364,RMFINAFDD8,,BSE
137135620,RMFINAFRD8,,BSE
137135876,RMFINAFDR8,,BSE
137136132,RMFINAFRR8,,BSE
137136388,RXXIII12DG,,BSE
137136644,RFXXIII12G,,BSE
137137412,BRAHMINFRA,BRAHMAPUTRA INFRASTRUCTURE,BSE
137144068,AMPVOLTS,AMPVOLTS,BSE
137146884,KHOOBSURAT,KHOOBSURAT,BSE
137153028,ORIENTCEM,ORIENT CEMENT,BSE
137153284,ABFRL,ADITYA BIRLA FASHION AND RETAI,BSE
137161988,SAMMAANCAP,SAMMAAN CAPITAL ,BSE
137185540,RFXXIV03DG,,BSE
137186052,RFHXXIX03G,,BSE
137192964,MMLF,MONEY MASTERS LEASING & FINANC,BSE
137194500,ALSL,ALACRITY SECURITIES,BSE
137194756,GCMCOMM,GCM COMMODITY & DERIVATIVES LT,BSE
137205252,ESSENTIA,INTEGRA ESSENTIA ,BSE
137214980,RFXXIV04DG,,BSE
137215492,RFHXXIV04G,,BSE
137224708,KTKFMP110G,,BSE
137224964,KTKFMP110D,,BSE
137225220,KTKFMP110GD,,BSE
137230852,KTKFMP111G,,BSE
137231364,KTKFMP111GD,,BSE
137233412,RFXXIV05DG,,BSE
137233924,RFHXXIV05G,,BSE
137234180,RFHXXIV05D,,BSE
137234692,JULIEN,JULIEN AGRO INFRATECH,BSE
137245956,RFXXIV11DG,,BSE
137246468,RFHXXIV11G,,BSE
137248772,VKJINFRA,VKJ INFRADEVELOPERS,BSE
137255172,RFXXIV07DG,,BSE
137255428,RFXXIV07DD,,BSE
137255684,RFHXXIV07G,,BSE
137255940,RFHXXIV07D,,BSE
137258500,RFXXIV10DG,,BSE
137259012,RFHXXIV10G,,BSE
137279748,RFXXIV15DG,,BSE
137280260,RFHXXIV15G,,BSE
137283588,TIGERLOGS,TIGER LOGISTICS (INDIA),BSE
137342212,JKAGRI,JK AGRI GENETICS,BSE
137345796,FLFL,FUTURE LIFESTYLE FASHIONS,BSE
137360644,NOVELIX,NOVELIX PHARMACEUTICALS LIMITE,BSE
137384708,PVVINFRA,PVV INFRA ,BSE
137388036,VCU,VCU DATA MANAGEMENT,BSE
137397508,INDRENEW,IND RENEWABLE ENERGY,BSE
137397764,SRGSFL,S R G SECURITIES FINANCE,BSE
137404676,ACFSL,AMRAPALI CAPITAL AND FINANCE S,BSE
137404932,STELLAR,STELLAR CAPITAL SERVICES,BSE
137413892,JPOLYINVST,JINDAL POLY INVESTMENT AND FIN,BSE
137426692,RFXXIV25DD,,BSE
137427204,RFXXIV25DG,,BSE
137427716,RFHXXIV25D,,BSE
137427972,RFHXXIV25G,,BSE
137432580,YURANUS,YURANUS INFRASTRUCTURE,BSE
137435908,NFXXV01DG,,BSE
137436420,NFHXXV01G,,BSE
137461764,MOM100,MOTILAL OSWAL MUTUAL FUND - MO,BSE
137463044,BPCAP,B. P. CAPITAL,BSE
137463556,NFXXV06DG,,BSE
137464068,NFHXXV06G,,BSE
137465348,CPL,CAPTAIN POLYPLAST,BSE
137473796,NIFTYIETF,ICICI PRUDENTIAL NIFTY ETF,BSE
137474052,NIF100IETF,ICICI PRUDENTIAL NIFTY 100 ETF,BSE
137489668,ARNOLD,ARNOLD HOLDINGS,BSE
137506564,NFXXV11DG,,BSE
137506820,NFHXXV11G,,BSE
137536772,SUNLOC,SUNIL HEALTHCARE,BSE
137537028,RCIIND,RCI INDUSTRIES & TECHNOLOGIES,BSE
137538308,SUYOG,SUYOG TELEMATICS,BSE
137546500,NATHBIOGEN,NATH BIO-GENES (INDIA),BSE
137546756,AGRITECH,AGRI- TECH (INDIA),BSE
137555460,CHEMTECH,CHEMTECH INDUSTRIAL VALVES,BSE
137568772,HCPO36MJDG,,BSE
137569028,HCPO36MJDD,,BSE
137569540,HCPO36MJRD,,BSE
137589508,NFXXV18DG,,BSE
137590532,NFHXXV18G,,BSE
137595652,NIF100BEES,NIPPON INDIA ETF NIFTY 100,BSE
137609220,DENISCHEM,DENIS CHEM LAB,BSE
137615364,NFXXV20DD,,BSE
137615620,NFXXV20DG,,BSE
137615876,NFHXXV20D,,BSE
137616132,NFHXXV20G,,BSE
137618692,POLYMAC,POLYMAC THERMOFORMERS,BSE
137620996,UNISHIRE,UNISHIRE URBAN INFRA,BSE
137643268,LAXMIPATI,LAXMIPATI ENGINEERING WORKS LI,BSE
137652996,ETT,ETT,BSE
137653252,NIFTY1,KOTAK MAHINDRA MUTUAL FUND - K,BSE
137653508,HANSUGAR,SHREE HANUMAN SUGAR & INDUSTRI,BSE
137664004,KIRANVYPAR,KIRAN VYAPAR,BSE
137664516,NFXXV26DG,,BSE
137665028,NFHXXV26G,,BSE
137668100,BCP,B.C. POWER CONTROLS,BSE
137672708,KCSL,KARNIMATA COLD STORAGE,BSE
137672964,RACE,RACE ECO CHAIN,BSE
137676804,MANGIND,MANGALAM INDUSTRIAL FINANCE LT,BSE
137681924,VIJIFIN,VIJI FINANCE,BSE
137686788,PHOENIXTN,PHOENIX TOWNSHIP,BSE
137687044,RAUNAQ,RAUNAQ INTERNATIONAL,BSE
137705476,NFXXV32DG,,BSE
137705732,NFHXXV32G,,BSE
137712900,NFXXVI01DD,,BSE
137713156,NFXXVI01DG,,BSE
137713412,NFHXXVI01D,,BSE
137713668,NFHXXVI01G,,BSE
137724164,INFRONICS,INFRONICS SYSTEMS,BSE
137742596,CPSEETF,CPSE ETF,BSE
137748740,HARIAAPL,HARIA APPARELS,BSE
137751556,VASUPRADA,SHRI VASUPRADA PLANTATIONS LIM,BSE
137753604,NFXXVI09DG,,BSE
137755908,NFHXXVI09G,,BSE
137758468,RNBDENIMS,R&B DENIMS,BSE
137782276,SHARPINV,SHARP INVESTMENTS,BSE
137796612,WONDERLA,WONDERLA HOLIDAYS,BSE
137797124,NFXXVI14DG,,BSE
137797380,NFHXXVI14D,,BSE
137797636,NFHXXVI14G,,BSE
137797892,RESPONSINF,RESPONSE INFORMATICS,BSE
137809668,GCMCAPI,GCM CAPITAL ADVISORS,BSE
137815300,SDFSA24GD,,BSE
137817860,AFEL,A.F. ENTERPRISES,BSE
137818116,NFXXVI22DD,,BSE
137818372,NFHXXVI22DG,,BSE
137818884,NFHXXVI22G,,BSE
137821444,INCREDIBLE,INCREDIBLE INDUSTRIES,BSE
137825796,WESTLEIRES,WEST LEISURE RESORTS,BSE
137828356,RFHXXVI24DG,,BSE
137828868,RFHXXVI24G,,BSE
137829124,NAM,NAM SECURITIES,BSE
137830660,METSL,MAESTROS ELECTRONICS & TELECOM,BSE
137836036,JACKSON,JACKSON INVESTMENTS,BSE
137837572,RFXXVI23DD,,BSE
137837828,RFXXVI23DG,,BSE
137838084,RFHXXVI23D,,BSE
137838340,RFHXXVI23G,,BSE
137842180,MONEYBOXX,MONEYBOXX FINANCE,BSE
137843460,WORTH,WORTH INVESTMENT & TRADING CO,BSE
137843716,QUASAR,QUASAR INDIA,BSE
137846788,TPROJECT,THIRANI PROJECTS,BSE
137847044,AMARSEC,AMARNATH SECURITIES,BSE
137849860,CTL,CAPITAL TRADE LINKS,BSE
137854980,TARINI,TARINI INTERNATIONAL,BSE
137861124,SBL,SHIVAMSHREE BUSINESSES,BSE
137861380,YAANENT,YAAN ENTERPRISES,BSE
137861636,NFXXVI30DD,,BSE
137861892,NFXXVI30DG,,BSE
137862148,NFHXXVI30D,,BSE
137862404,NFHXXVI30G,,BSE
137865476,OMANSH,OMANSH ENTERPRISES,BSE
137865988,ANVRDHI,ANNVRRIDHHI VENTURES,BSE
137866244,RLFL,RAMCHANDRA LEASING & FINANCE L,BSE
137866756,GOLDCOINHF,GOLD COIN HEALTH FOODS,BSE
137867780,BRPL,BANSAL ROOFING PRODUCTS,BSE
137870340,ARMAN,ARMAN HOLDINGS,BSE
137871876,SKIPPER,SKIPPER,BSE
137872132,ADARSH,ADARSH MERCANTILE,BSE
137872388,JAMESWARREN,JAMES WARREN TEA,BSE
137872644,VISTARAMAR,VISTAR AMAR ,BSE
137873156,GULFOILLUB,GULF OIL LUBRICANTS INDIA,BSE
137873412,FRUTION,FRUITION VENTURE,BSE
137873668,TRIVENIENT,TRIVENI ENTERPRISES,BSE
137875460,BHANDERI,BHANDERI INFRACON,BSE
137876228,ZINEMA,ZINEMA MEDIA AND ENTERTAINMENT,BSE
137879300,NCAPBULADD,RELIANCE MUTUAL FUND - RELIANC,BSE
137879556,NCAPBULADG,RELIANCE MUTUAL FUND- RELIANCE,BSE
137879812,NCAPBUILAD,RELIANCE MUTUAL FUND- RELIANCE,BSE
137880068,NCAPBUILAG,RELIANCE MUTUAL FUND- RELIANCE,BSE
137880580,CEMAINFRA,CEMANTIC INFRA-TECH,BSE
137880836,TTIENT,TTI ENTERPRISE,BSE
137881092,VISHAL,VISHAL FABRICS,BSE
137883396,TOYAMSL,TOYAM SPORTS,BSE
137883908,GAJANANSEC,GAJANAN SECURITIES SERVICES LT,BSE
137884164,UNISON,UNISON METALS,BSE
137884420,RTFL,REAL TOUCH FINANCE ,BSE
137889284,NCAPBULBDD,RELIANCE MUTUAL FUND - RELIANC,BSE
137889540,NCAPBULBDG,RELIANCE MUTUAL FUND- RELIANCE,BSE
137889796,NCAPBUILBD,RELIANCE MUTUAL FUND- RELIANCE,BSE
137890052,NCAPBUILBG,RELIANCE MUTUAL FUND- RELIANCE,BSE
137890308,VRL,VASUNDHARA RASAYANS,BSE
137890564,SNOWMAN,SNOWMAN LOGISTICS,BSE
137893380,QGO,QGO FINANCE,BSE
137893636,PURSHOTTAM,PURSHOTTAM INVESTOFIN,BSE
137894916,HCLTD,HIND COMMERCE,BSE
137898500,SHARDACROP,SHARDA CROPCHEM ,BSE
137898756,SIROHIA,SIROHIA & SONS ,BSE
137899012,MIIL,MEGHNA INFRACON INFRASTRUCTURE,BSE
137900548,CITYONLINE,CITY ONLINE SERVICES ,BSE
137902852,SENSEXBEES,NIPPON INDIA ETF SENSEX,BSE
137903108,ENCASH,ENCASH ENTERTAINMENT ,BSE
137903364,SHEMAROO,SHEMAROO ENTERTAINMENT,BSE
137908740,ULTRACAB,ULTRACAB (INDIA) ,BSE
137908996,RCCL,RAJASTHAN CYLINDERS & CONTAINE,BSE
137909252,ETIL,ECONO TRADE (INDIA) ,BSE
137910532,ATISHAY,ATISHAY ,BSE
137910788,SANGAMFIN,SANGAM FINSERV ,BSE
137911044,DHABRIYA,DHABRIYA POLYWOOD ,BSE
137911300,ARYACAPM,ARYAMAN CAPITAL MARKETS LIMITE,BSE
137914884,PDSL,PDS,BSE
137915140,HANMAN,HANMAN FIT,BSE
137915396,VGCL,VIBRANT GLOBAL CAPITAL ,BSE
137915908,CEINSYSTECH,CEINSYS TECH,BSE
137917956,PANABYTE,PANABYTE TECHNOLOGIES,BSE
137923844,JSHL,JLA INFRAVILLE SHOPPERS LIMITE,BSE
137925124,CRANEINFRA,CRANE INFRASTRUCTURE ,BSE
137925636,NIYOGIN,NIYOGIN FINTECH ,BSE
137926916,ASIACAP,ASIA CAPITAL,BSE
137927172,KALYANCAP,KALYAN CAPITALS ,BSE
137929220,CIL,CITIZEN INFOLINE,BSE
137929476,GBFL,GOENKA BUSINESS & FINANCE LIMI,BSE
137929732,GILADAFINS,GILADA FINANCE & INVESTMENTS L,BSE
137931268,JETSOLAR,JET SOLAR,BSE
137931524,SAPPL,SHREE AJIT PULP AND PAPER,BSE
137937156,CAPPIPES,CAPTAIN PIPES ,BSE
137941252,KAIZENAGRO,KAIZEN AGRO INFRABUILD,BSE
137941508,JMJFIN,JMJ FINTECH ,BSE
137941764,INTELLECT,INTELLECT DESIGN ARENA,BSE
137942020,MONTECARLO,MONTE CARLO FASHIONS ,BSE
137942276,JSTL,JEEVAN SCIENTIFIC TECHNOLOGY L,BSE
137942532,ICL,INDO COTSPIN ,BSE
137947396,SCC,SCINTILLA COMMERCIAL & CREDIT,BSE
137948164,PANAFIC,PANAFIC INDUSTRIALS,BSE
137948676,MYMONEY,MY MONEY SECURITIES,BSE
137948932,AMARNATH,SRI AMARNATH FINANCE,BSE
137950212,CSL,CONTINENTAL SECURITIES ,BSE
137951748,NEXUSSURGL,NEXUS SURGICAL AND MEDICARE LI,BSE
137952004,SELLWIN,SELLWIN TRADERS,BSE
137953540,GALADAFIN,GALADA FINANCE ,BSE
137953796,EMERALD,EMERALD FINANCE ,BSE
137955844,MKEXIM,M. K. EXIM (INDIA),BSE
